        x         y   Spec Type
   -4.816     4.904         m6v
    1.062    -6.265         m1v
   -3.106   -10.203         m3v
   14.439     11.81         m7v
  -12.756     -3.24         m7v
   -4.775   -16.495         m6v
   25.531   -12.198         m6v
  -13.393     7.181         m6v
   -17.19     4.388         t9v
    8.246    -3.247         m0v
   -1.705    -1.093         m6v
    1.659   -13.457         o4v
  -16.835    -3.057         m6v
    4.506   -13.788         m5v
   -8.279   -26.186         l9v
   -6.132    -4.297         m6v
   10.189      8.12         t9v
  -17.772     1.093         l6v
    4.657    11.407         m5v
  -15.311    -4.642         m0v
   18.164   -12.545         m6v
    3.743    15.726         m2v
  -15.832    11.467         m6v
    4.704    21.209         m7v
    7.917    -7.451         t0v
    9.793   -28.877         m6v
   -3.232   -10.709         m7v
    2.906    19.359         t5v
   -7.075   -10.926         m8v
    3.625     0.324         t9v
    3.248   -18.311         m4v
   14.521   -10.542         m9v
   -5.574    -0.433         m3v
   10.084     0.227         m7v
    1.807      1.85         m6v
   -2.955     1.623         m6v
  -16.464     3.758         t9v
  -10.015     1.689         t9v
   -0.439    -0.473         m1v
    4.623    -4.822         m4v
   17.715    -1.306         m6v
   15.789    -4.016         k7v
   11.531    -0.586         m7v
   -4.623     -7.35         t3v
    -6.72     0.089         g3v
    6.963    27.674         m7v
   -6.765    -8.722         k3v
   -7.424   -23.934         m6v
    9.161   -12.006         m6v
   -4.137    -6.486         m6v
   -3.864     8.723         m6v
    9.605     3.432         m6v
    3.091    -0.295         t9v
   -6.655     0.202         m6v
    -3.48     2.362         k7v
    2.984   -10.746         t1v
    2.129   -17.837         m6v
   -7.514    -4.683         m6v
    5.565    -1.452         t9v
   -7.097   -14.617         m7v
  -20.172     -6.03         g8v
   14.453     14.59         m6v
    3.083     1.576         t9v
    7.882     6.916         l7v
   14.931     0.609         m5v
    -3.25     7.215         k4v
   -2.555     1.057         m7v
    -0.47       1.3         m6v
    0.277    13.424         t9v
  -14.392    15.677         m7v
     4.96    -25.07         t9v
   15.264     6.013         t9v
    6.694     24.42         m6v
  -10.876    -7.184         m0v
    3.361   -10.754         f9v
    7.712    12.534         l1v
   -6.602   -10.533         m6v
    6.369   -16.545         t9v
    0.219     6.135         m1v
  -14.006     5.457         m6v
  -15.973    -1.081         l2v
  -14.856   -14.738         m6v
    2.749     8.153         m6v
   10.296    13.856         l2v
     2.67     8.268         m4v
   13.412     6.336         m6v
    5.572   -12.123         m7v
   -0.237    -7.987         k1v
    3.967      7.06         m8v
   -0.812     0.946         o9v
   -7.209    -11.93         m7v
  -24.092    -2.889         m6v
   20.322    -3.174         m6v
   -3.458   -13.787         m9v
   -6.441    -7.072         t9v
    1.693    -3.922         m5v
   -6.256   -12.104         t9v
   -1.468     2.578         m7v
   -1.867   -16.899         b9v
   26.165     3.097         m6v
   -1.083     7.606         t9v
    7.019    -3.001         t9v
    13.72    12.058         b9v
  -10.711     6.921         m7v
   -3.536    -0.185         t9v
   -0.378     0.699         g9v
  -23.043   -12.929         t9v
    4.076     3.289         k9v
  -14.724     5.548         m1v
  -23.369    -5.744         t9v
   17.397   -10.997         g9v
   -4.522     -8.28         t9v
    0.184     3.522         t9v
    5.731     3.712         m7v
   -7.141     -5.47         m6v
   -4.568    17.443         b3v
  -13.968   -24.032         m7v
  -19.178     1.363         m0v
    3.231    -8.008         t9v
    6.155    -3.053         m7v
   14.967     8.389         l2v
   -4.753    -3.954         t9v
    8.539    -9.774         m3v
    -2.66      7.34         m6v
   15.048    14.615         m7v
   19.706     8.723         m6v
   10.651     -1.59         t0v
   -3.499   -10.954         m8v
    2.863     9.109         m6v
   15.981    -4.559         m6v
   -9.897    -0.567         m5v
    0.608     5.625         m6v
    5.072     1.458         t9v
    3.321   -15.251         m5v
    4.383   -12.611         m3v
    -2.51   -12.417         m6v
   -1.388    -1.383         m6v
    1.767    -8.002         a2v
    2.198    22.178         m4v
    7.743     4.917         l9v
    -1.93      2.62         m6v
  -12.571    11.084         m6v
  -16.083     -2.84         m7v
     8.27    -4.594         t9v
     3.68      -4.0         t9v
    9.757    -9.769         t9v
   -4.319     -4.16         m6v
   -1.562      5.53         t0v
    9.552    -2.415         m8v
   12.776    12.332         m6v
  -10.947     4.778         a1v
   -4.705   -13.228         l5v
  -25.395     4.959         t9v
   -18.48     4.372         m6v
    2.945   -16.569         t5v
   17.801   -14.239         t9v
   -0.244   -14.736         m4v
   -8.835    14.064         m6v
    -8.03     1.857         m7v
    -4.23    -0.119         m3v
   -1.583      3.11         b7v
   13.577    14.381         t9v
   -1.342   -15.586         m7v
  -15.265    18.617         m2v
  -16.991    -8.759         l2v
   -4.245   -13.159         m6v
   -6.948     8.745         m7v
    3.825    12.159         m8v
    3.371     2.385         m7v
    -2.17    -3.535         l2v
   13.857     5.443         m7v
   -1.501    -9.675         m7v
   -14.49   -10.435         k9v
   22.564    -15.75         t9v
   -3.301   -13.505         t2v
  -20.262    -0.243         l1v
    7.845    -5.746         m6v
    7.895    -5.413         m4v
   -0.415   -10.082         m7v
    6.109    11.762         l4v
   -0.616    -0.383         k9v
   10.304     6.858         t9v
  -17.536      1.24         t7v
    6.513      7.61         t0v
    1.978    11.731         t3v
   -6.184     7.826         m7v
    3.079    12.009         k2v
   11.161    -9.509         m6v
    6.346    -4.566         k9v
   16.756    -0.949         m6v
    2.455    10.535         m6v
  -14.291     8.703         m7v
    4.202      3.81         m2v
  -17.381    -0.763         k9v
    1.497    -6.605         m4v
   -0.746     2.987         m7v
     3.47   -10.277         m0v
   18.828     0.093         m6v
    1.082    -22.93         l6v
   -3.174    -0.473         m6v
    8.061     4.799         a8v
    10.51    16.659         k8v
   -4.638     1.734         k2v
   -4.444     1.796         m6v
    4.011    10.782         m6v
  -15.778    -3.072         m6v
  -16.805     6.926         l0v
    0.681    -4.491         k7v
   -23.14   -15.088         g8v
   10.636      1.38         m6v
   16.292    -1.528         l5v
   12.397     4.782         m6v
  -10.086     0.538         m6v
    3.513   -12.657         k2v
    4.994    12.782         m6v
    7.452     8.491         g3v
    -4.04     2.026         m3v
     2.42   -14.913         l7v
   -8.265     2.998         m7v
   -0.348     1.351         t9v
     3.85    -5.472         m6v
   -2.427     8.128         b7v
   19.845     9.436         t9v
  -10.964      3.96         m5v
    0.821   -10.586         l4v
   12.707     13.39         m4v
   -6.943    -3.644         l2v
    4.186     1.489         m7v
   -4.762     6.754         g7v
  -15.442     8.034         a1v
  -16.221     0.084         l2v
   -2.407    -1.297         k9v
  -17.962     8.813         m0v
     -5.7     5.561         m5v
   -0.631   -14.131         k9v
    8.765      2.66         m5v
   -3.072    -3.794         m6v
    3.748     8.126         t9v
    7.526     1.941         t9v
   14.764    -1.551         m8v
    1.358     3.716         t3v
   -3.443     7.846         t9v
   -5.312    -8.191         m6v
     -1.5     1.796         m9v
   -0.874    -4.329         f0v
   12.756    10.266         t9v
  -16.929    -1.446         m6v
    2.513   -14.378         m7v
    2.576    -7.586         f9v
   -1.612    -8.853         m6v
  -12.812   -14.217         m6v
   -2.045    -6.915         g8v
   13.957    -5.505         m6v
   14.926     0.493         m6v
   10.665     -6.83         m6v
    -1.51    -2.565         t9v
     -3.4     3.942         t0v
   -7.944     9.372         t1v
  -24.784    -9.426         t9v
    15.64    -9.347         m3v
     3.46    12.093         l2v
   12.292     -9.61         t9v
   -3.369    -5.218         k7v
  -19.299    -9.914         m6v
    2.223    13.259         m2v
   -2.283    -1.422         m7v
     9.48   -14.402         t9v
  -15.999     -0.05         m7v
    3.686     6.946         m8v
   -2.316   -11.648         t9v
  -12.165    -2.946         m7v
    1.009    -1.424         m6v
   -3.516     2.943         m6v
   21.316    -2.855         l9v
   -1.491     3.493         k3v
   -9.892     1.825         t9v
  -11.146    -6.681         t9v
   -2.721    -2.497         t9v
    4.056     6.676         g9v
    9.841     0.005         m4v
   21.917     16.98         m8v
    -3.95     6.693         m6v
   -5.069     7.608         t0v
    3.258     6.084         t9v
   -13.34      -0.7         l8v
   -2.021    -2.168         m6v
    6.437    -2.091         m3v
    7.199    33.027         m1v
    2.035    -4.749         f2v
   -3.618    -5.633         l0v
   11.987    -7.736         m9v
   -5.953    10.518         t9v
    7.267     -4.38         k9v
  -14.405    15.248         t9v
   14.113     8.651         t9v
    9.331     6.513         m6v
   11.105    11.868         m5v
   -3.151    -7.903         t9v
    -9.34   -13.072         m6v
   20.774     1.399         m6v
    -1.32    20.293         m6v
   35.921    -7.754         m7v
   15.572    -3.493         g7v
   14.328    11.401         m2v
    9.993     5.313         m2v
   20.641     5.431         m7v
   11.277     2.179         l3v
     4.83    12.592         m6v
   -8.931    -1.142         t9v
    5.204   -11.696         m8v
   13.758    20.261         m6v
     19.3    -2.732         m5v
  -21.876   -11.489         m8v
    8.597     2.404         t9v
    5.483   -11.064         m9v
   -0.891     9.485         t9v
   -6.935      0.88         t8v
   -2.327    17.558         l0v
     2.92    20.873         m9v
    3.921   -14.158         m6v
  -14.127    16.292         m6v
   10.795   -11.235         f8v
  -15.034     1.711         a6v
   -8.146    -1.768         m6v
   -2.036    14.195         t9v
   -2.654     8.688         m7v
    6.935    -1.611         t9v
   -1.605     6.558         m6v
    1.261   -27.951         l2v
   -2.777    -7.092         m7v
   -5.692   -12.299         m3v
  -14.161     5.396         m6v
    5.097    -16.79         m7v
    8.394   -11.013         l1v
   -9.504    31.031         l0v
    0.291   -22.256         g5v
   -4.992    -3.655         k0v
   -12.23   -18.105         m3v
   -8.096    14.315         m7v
   10.756    -1.376         m7v
   11.856     4.828         m6v
   13.863     0.263         t9v
     5.09    -1.362         t9v
   14.143     6.129         m6v
   -7.266    -12.73         m7v
    8.833     -3.91         t9v
    4.286    -7.029         t9v
   12.269    -5.071         l8v
    1.428     4.296         m7v
    4.583    -1.256         t9v
    7.778    11.363         g0v
    -1.81    23.171         m7v
   -5.182     -1.89         b9v
   -9.282    -7.495         m5v
   -4.274    -4.798         b3v
   -9.449    -5.834         l2v
    5.636    -6.207         l2v
   -9.534    11.571         l1v
   16.406    16.529         m8v
   -7.555     13.79         t9v
   14.828    -5.114         a0v
   -1.713     8.788         t9v
    4.806     0.433         m7v
    -0.73    15.005         l1v
    -5.17   -14.632         l2v
   -1.335    -5.354         m7v
   -8.278   -14.627         t9v
   -0.785     2.678         t9v
   12.005    -1.754         k9v
    0.257    -3.139         l4v
    1.818     0.956         m9v
   -0.705    -3.653         m6v
    8.118   -10.221         m7v
    6.347     2.117         t9v
   -7.796    -8.412         m6v
    5.196    -4.451         o8v
    5.899    -5.612         t3v
     14.8    -1.475         m6v
   12.216     8.399         m0v
    7.474    10.471         m8v
  -11.498     1.662         a1v
    6.403    -19.67         t9v
   -6.387    -3.951         t7v
   -5.211     6.179         m7v
   -7.707      1.29         l0v
    1.151     1.525         m7v
    3.937     0.537         g8v
   -4.394    -0.362         g0v
   -2.336    -3.129         l3v
    2.465   -11.212         t7v
   -7.808    -2.989         m6v
   14.835     6.358         l0v
  -25.373      7.57         k5v
   12.436     5.733         m7v
    2.238    18.479         m3v
    12.46     16.91         m9v
    0.824     4.996         l1v
    1.464     3.306         m6v
    2.511     3.173         t9v
    4.858     2.238         m0v
   -3.294    -11.08         t9v
   21.223      7.68         m6v
    3.682   -17.583         m6v
  -16.412    -5.568         t9v
   -1.892    -0.259         t6v
   -3.832    -7.295         m4v
    6.008    -7.677         k2v
    0.444    -5.669         m3v
